SANG: Edu & Health-end,25288
SANG: Manufacturing-end,4673
SANG: Retail trade-end,10352
SANG: Admin & Management-end, 8334
SANG: Art & Entermainmen & Food-end,8044
SANG: Finance & Insurance & Real Estate-end,7779
SANG: Construction-end,4254
SANG: Public Admin-end,13426
SANG: Transportation-end, 3997
SANG: Other Services-end, 4760
SANG: Wholesale Trade-end, 2213
SANG: Information-end, 1725
SANG: Agriculture & Mining-end,1304
